   6.8135446e-03   1.8646487e-01
   2.8986129e-02   1.8492275e-01
   5.5909981e-02   1.8662369e-01
   8.4417590e-02   1.8564001e-01
   1.1213332e-01   1.8626762e-01
   1.3668154e-01   1.8634703e-01
   1.6281351e-01   1.8696952e-01
   1.9052924e-01   1.9028687e-01
   2.1666122e-01   1.9467500e-01
   2.4200131e-01   2.0605390e-01
   2.6100639e-01   2.0503948e-01
   2.9584902e-01   2.0784194e-01
   3.2514850e-01   1.9717774e-01
   3.5207236e-01   1.8058842e-01
   3.7741245e-01   1.5861448e-01
   4.0354443e-01   1.3987080e-01
   4.3046828e-01   1.1413634e-01
   4.5897589e-01   9.2710604e-02
   4.8510786e-01   8.2574108e-02
   5.1044796e-01   6.3827866e-02
   5.3895557e-01   5.5312902e-02
   5.6667130e-01   4.4105631e-02
   5.9201139e-01   3.3966573e-02
   6.1735149e-01   2.6517260e-02
   6.4744285e-01   2.5000757e-02
   7.2663065e-01   2.3643076e-02
   8.8421438e-01   2.4152846e-02
