   4.3837883e-03   1.4858069e-01
   2.8543528e-02   1.4801292e-01
   5.5388049e-02   1.4744849e-01
   8.2209496e-02   1.4269969e-01
   1.0995224e-01   1.4273413e-01
   1.3767850e-01   1.3977975e-01
   1.6184484e-01   1.4040751e-01
   1.8601446e-01   1.4163304e-01
   2.1733692e-01   1.4167193e-01
   2.4060832e-01   1.4229859e-01
   2.6207009e-01   1.3933642e-01
   2.9518570e-01   1.3997530e-01
   3.2382996e-01   1.4120639e-01
   3.5335267e-01   1.3944975e-01
   3.7572585e-01   1.3947753e-01
   4.0075415e-01   1.3412874e-01
   4.3024390e-01   1.2639445e-01
   4.5435749e-01   1.1745795e-01
   4.8385713e-01   1.1151696e-01
   5.1157680e-01   1.0736704e-01
   5.3479546e-01   9.8429431e-02
   5.6246569e-01   8.5313016e-02
   5.8479602e-01   7.7569832e-02
   5.9637733e-01   6.8020015e-02
   6.0971884e-01   5.3092524e-02
   6.4464407e-01   5.7320221e-02
   6.7062663e-01   6.2732339e-02
   7.0105086e-01   6.2172350e-02
   7.2880349e-01   6.4000092e-02
   7.5295993e-01   6.2834559e-02
   7.7979127e-01   5.9879061e-02
   8.0752413e-01   5.8120206e-02
   8.3439172e-01   6.1740136e-02
   8.6122306e-01   5.8784637e-02
   8.8361601e-01   6.2399012e-02
